Parameter,w_compressor [kJ/kg],w_turbine [kJ/kg],q̇_interface hx [kJ/kg],q̇_recuperator [kJ/kg],q̇_sink [kJ/kg],COP [-]
Value,77.74,29.7,63.49,223.6,63.49,1.32
