Parameter,w_compressor 1 [kJ/kg],w_compressor 2 [kJ/kg],w_turbine [kJ/kg],q_recuperator [kJ/kg],q_sink 1 [kJ/kg],q_sink 2 [kJ/kg],COP [-]
Value,79.57,20.34,37.51,216.8,25.83,60.27,1.38
